id,name,description,manufacturer,price
http://www.google.com/base/feeds/snippets/2092252443843627805,individual software qne-t15 typing quick & easy 15.0,typing quick & easy 15.0 qne-t15 individual software,individual software,24.99
http://www.google.com/base/feeds/snippets/16677319193864294855,native instruments traktor dj studio 3 - software based dj rig music production software,traktor dj studio 3 - software based dj rig - stand alone running under core audio on mac os x and asio and directsound on windows xp - educational discount traktor dj studio 3 is the professional dj software for live mixing and mix production. with ...,"",124.5
http://www.google.com/base/feeds/snippets/10620720227652938239,sony creative software sound forge audio studio v.8.0 complete product,ecost.com: sony creative software sound forge audio studio v.8.0 - complete product - music editing/composing - 1 user - complete product - standard - pc from the graphics & development software department,"",55.29
http://www.google.com/base/feeds/snippets/9743820298275290958,sony creative software sound forge audio studio v.8.0 complete product,ecost.com: sony creative software sound forge audio studio v.8.0 - complete product - music editing/composing - 1 user - complete product - academic - pc from the graphics & development software department,"",46.47
http://www.google.com/base/feeds/snippets/13368045031336320583,bling software limited safekeeper plus,safekeeper plus is the first software product that offers total protection for both your family and computer. it's the only product to offer the kid safe blocker family watchdog and safety shield. safekeeper plus has the best anti-virus protection ...,"",39.99
http://www.google.com/base/feeds/snippets/7197668762339216420,individual software prm-xw3 professor teaches excel & word,professor teaches excel & word,individual software,24.99
http://www.google.com/base/feeds/snippets/301584296208918813,individual software jce-th6 total 3d home deluxe j/c,total 3d home deluxe j/c,individual software,9.99
http://www.google.com/base/feeds/snippets/1943468973342706865,individual software jce-wn5 professor teaches windows j/c,professor teaches windows j/c,individual software,9.99
http://www.google.com/base/feeds/snippets/11970946614107715496,individual software prm-rce resumemaker career edition,resumemaker career edition,individual software,34.99
http://www.google.com/base/feeds/snippets/16696977577840370909,punch software 17100 punch! super home suite,our bestselling premium home design software with professional yet easy-to-use features!,punch software,45.99
http://www.google.com/base/feeds/snippets/11954719051240282085,digital video& audio prod book,a hands-on guide to creating rich multimedia with vegas 7 software.,sony creative software,27.99
http://www.google.com/base/feeds/snippets/12768847283587745008,elementary school success deluxe 2006,addressing dozens of school fundamentals from spelling and subtraction to the solar system and beyond the elementary school success deluxe software suite is the youngster-friendly touchstone of learning. a wealth of knowledge provided on 13 ...,"",12.95
http://www.google.com/base/feeds/snippets/10357914814429602609,edius pro 4,whether you are working with standard definition or high definition video grass valley edius pro nle software frees you from the limitations of conventional editing systems. providing a seamless realtime workflow supporting all video acquisition ...,"",599.97
http://www.google.com/base/feeds/snippets/10573492586401688478,studio ultimate version 11,pinnacle studio ultimate lets you take complete control of your video quality and style by pairing the pinnacle studio plus video editing software with highly-acclaimed audio and video tools. this full-featured application lets true video ...,"",129.1
http://www.google.com/base/feeds/snippets/10241038066142254106,calendar creator 10,make your own personalized calendars and planner pages. easily schedule track appointments and everything in between. includes pre-designed calendars too.,"",8.95
http://www.google.com/base/feeds/snippets/15486017920946935068,calendar creator 10,discover the creative way to manage your time. select and customize a professionally designed calendar layout or design your calendar from scratch. calendar creator 10 puts you in command of your busy schedule without compromising personal style. ...,"",30.92
http://www.google.com/base/feeds/snippets/10563522754094993865,evergirl: pc cd-rom video game,based on the tween lifestyle brand launched in 2004 this action/adventure game will contain loads of adventures tailored specifically to the player's personality type. the evergirl brand features a clothing and accessories line with a companion web ...,"",14.99
http://www.google.com/base/feeds/snippets/13499020603250895672,cd384-aisk9= cisco ios advanced ip services - complete package - cd,cisco systems cd384-aisk9= : usually ships in 24 hours : in stock : cisco ios (internetworking operating system) software is the platform that delivers network services and enables networked applications.,"",2068.26
http://www.google.com/base/feeds/snippets/13498594914201055159,wg017449 watchguard firebox x5500e utm software suite - subscription license ( 1 year ) +,watchguard technologies wg017449 : usually ships in 24 hours : : turn your firebox x5500e into a comprehensive unified threat management (utm) solution - the best in its class - with the utm software suite from watchguard.,"",3715.48
http://www.google.com/base/feeds/snippets/13556239020919475970,mtp07emb3rua mcafee total protection 2007 - complete package - 3 users - cd ( mini-box ) - wi,network associates mtp07emb3rua : usually ships in 24 hours : in stock : mcafee total protection with siteadvisor is the final word in pc and internet security.,"",86.94
http://www.google.com/base/feeds/snippets/13656453846025266476,01-ssc-6959 sonicwall enforced client anti-virus and anti-spyware - subscription license ( 2,sonicwall 01-ssc-6959 : usually ships in 24 hours : : sonicwall enforced client anti-virus and anti-spyware delivers enforced and auto-updated desktop protection through automatic system-wide updates of virus definitions eliminating the need for ...,"",10693.51
http://www.google.com/base/feeds/snippets/18234069172984570867,fifth dimension shannon grama yamaha the 5th dimension - greatest hits on earth - smart pianosoft,this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...,"",14.86
http://www.google.com/base/feeds/snippets/18193029816022267774,judy garland yamaha judy garland - the best of the capitol masters: the london sessions - smart pianosoft,this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...,"",22.13
http://www.google.com/base/feeds/snippets/18105761375553744131,school zone interactive vocabulary puzzles 1 on track software,vocabulary puzzles 1 helps children recognize pronounce and spell words. engaging activities games and animated rewards make this electronic workbook a great way to learn! system requirements: windows®: microsoft® windows® 9,"",9.45
http://www.google.com/base/feeds/snippets/10851688356333529622,jungle software gorilla standard 4.0 film production,power pc© g3 or intel processor 256mb ram 512mb recommended 400mb available hard disk space macintosh os x 10.2 and above monitor capable of 1024x768 screen resolution,"",269.99
http://www.google.com/base/feeds/snippets/17943895287006074116,encore inc registry mechanic 6.0,"","",25.49
http://www.google.com/base/feeds/snippets/7415156197197389350,apple iwork '06 family pack,minimum system requirements macintosh computer with 500mhz or faster powerpc g4 or g5 processor or intel core duo processor mac os x 10.3.9 or 10.4.3 or later 3gb of available disk space 256mb of ram minimum; 512mb recommended 32mb or more video ...,"",99.99
http://www.google.com/base/feeds/snippets/17886724437749928713,masque publishing sportsmans double play with american billiards,features sportsman's double play and american billiards. sportsman's double play includes sport fishing professionaland sport shooting. american billiards includes 8-ball 9-ball snooker and more.,"",17.55
http://www.google.com/base/feeds/snippets/5935343405881149008,alsoft diskwarrior for intel,diskwarrior supports any mac os standard (hfs) or mac os extended (hfs plus) disk including raid volumes journaled disks case-sensitive disks filevaults and ipods. diskwarrior requires a g3 mac or better (such as a g4 g5 or any intel processor) ...,"",89.99
http://www.google.com/base/feeds/snippets/5527718669808727624,microsoft virtual pc 7.0 windows xp home,to use microsoft virtual pc for mac version 7 users need: 700 mhz native* g3 g4 or g5 processor mac os x version 10.2.8-10.3; mac os x version 10.3 is required for the power mac g5 cd-rom drive 512 mb of ram 3 gb of available hard-disk space 1024 ...,"",205.99
http://www.google.com/base/feeds/snippets/17305321211554450593,tommy igoe hudson music getting started on drums,two-tape set including the first volume setting up your drums and the second volume start playing!,"",18.5
http://www.google.com/base/feeds/snippets/17330899240149634868,digital leisure inc mad dog 2: the lost gold,it?s up to you partner! stop mad dog and his vicious henchmen and get that gold! but it won?t be easy?choose the wrong path and you could end up in a shootout where you don?t stand a chance. but play your cards right and you?ll make it to the ...,"",15.27
http://www.google.com/base/feeds/snippets/2233807276870300519,iris readiris pro 11 mac ocr,system requirements os: g3 processor. mac os x 10.3 or higher scanner compatibility: all twain compatible scanners hd space : 110 mb free ram: 32 mb free,"",109.99
http://www.google.com/base/feeds/snippets/17357728675180341663,encore inc print shop 22 deluxe,new! version 22. everything you need to create fantastic print projects including powerful new photo editing features to make the most of your photos. system requirements: windows® 2000 sp4/xp (home and pro) sp1³ pentium® iii 500mhz p,"",42.69
http://www.google.com/base/feeds/snippets/2640184679506710701,adobe cs3 production premium upsell,system requirements multicore intel processor (adobe photoshop® extended illustrator® flash® professional and after effects® professional are universal binary and also work on a powerpc® g4 or g5 processor; adobe onlocation? is a windows ...,"",1234.99
http://www.google.com/base/feeds/snippets/17189198716426464091,david gray mike garson yamaha david gray - a new day at midnight - smart pianosoft,this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...,"",14.86
http://www.google.com/base/feeds/snippets/2854532146016566771,allume anime studio 5,system requirements mac os x v10.3.9 or later (os x v10.4 or later recommended) 500mhz or faster power pc g4 g5 or intel core processor (intel processor recommended) 256mb ram 50mb free hard-disk space 1024 x 768 display resolution with 16-bit ...,"",44.99
http://www.google.com/base/feeds/snippets/2876621796788001722,filemaker pro 8.5,system requirements macintosh macintosh computer with a powerpc g3 g4 g5 processor or intel processor 256mb of ram cd or dvd drive and hard disk drive mac os x 10.3.9 for powerpc-based macs or mac os x 10.4.5 for intel-based macs windows pentium ...,"",285.99
http://www.google.com/base/feeds/snippets/17251453566269072423,steve bach yamaha now that's what i call music! - vol. 10 - smart pianosoft,this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...,"",18.5
http://www.google.com/base/feeds/snippets/17175991674191849246,phantom efx reel deal casino shuffle master edition,reel deal casino shuffle master ed. is packed with an incredible 25 casino games featuring many of shuffle master's games that are sweeping the casino industry including let it ride crazy 4 poker triple shot and oklahoma 3-card. easily,"",17.24
http://www.google.com/base/feeds/snippets/16917437492135092265,nc interactive inc guild wars nightfall,when a corrupt ruler summons the power of an outcast god and infects the land with a creeping darkness it will take a band of heroes to save elona. guild wars nightfall is the roleplaying game gamers have been waiting for ? an intimate heroic ...,"",48.27
http://www.google.com/base/feeds/snippets/17033785854482020785,individual software inc small business advantage deluxe,15 essential office marketing tools and business resources you'll need to grow your business. launch e-mail campaigns design brochures write your employee handbook and more. system requirements: pentium pc or higher,"",16.9
http://www.google.com/base/feeds/snippets/17008959831760960991,fogware publishing esl - learn english,learn english as a second language! master the english language build your vocabulary conversational reading & writing skills. features: easy user interface no installation required pronunciation practice &,"",6.84
http://www.google.com/base/feeds/snippets/18003233021510824885,global marketing partners homepage maker 5 - bhv,you have great ideas ? publish them! starting with the wizard is really easy the first page is ready with a few mouse clicks. buttons banners und other graphic elements are quickly created or adjusted using the integrated designer. all fun,"",26.14
http://www.google.com/base/feeds/snippets/17582996673773533364,yamaha boot scootin' boogie - (for xg-compatible modules),available in various notation styles this series features sheet music and a diskette of midi files playable on all xg-compatible instruments.,"",6.14
http://www.google.com/base/feeds/snippets/17560410141173375502,sara davis buechner george gershwin - warsaw concerto/ second rhapsody,includes ?warsaw concerto? composed by richard addinsell ?laura? and ?love is for the very young? by david raksin and george gershwin's ?second rhapsody.?,"",25.77
http://www.google.com/base/feeds/snippets/17544872940647061920,knowledge adventure inc. jumpstart world 2nd grade - mini box,welcome to jumpstart world 2nd grade a revolutionary 3d world of learning that actually progresses in response to a child?s own learning pace. it?s super-personalized wildly imaginative and really fun but don?t let that fool you - it also teaches ...,"",16.93
http://www.google.com/base/feeds/snippets/17631977798164261473,steve kaufman homespun flatpicking banjo tunes - a guitarist's guide to hot soloing,master instructor and flatpicking great steve kaufman breaks down fifteen of the most-played banjo-driven songs showing step-by-step how to build a powerful flatpick solo. 100-min dvd ? includes music + tab ? early intermediate level,"",22.13
http://www.google.com/base/feeds/snippets/13069789036423858575,00dexx17cc01 designcad - ( v. 17 ) - complete package - 1 user - cd - win,imsi 00dexx17cc01 : usually ships in 24 hours : in stock : designcad v17 is a versatile and easy-to-use 2d drafting program perfect for first time cad users.,"",25.54
http://www.google.com/base/feeds/snippets/13102056130666465904,bqcxd installshield 2008 professional edition - complete package + 1 year silver maint,macrovision corporation bqcxd : usually ships in 24 hours : in stock : installshield is the industry-standard installation tool.,"",2549.59
http://www.google.com/base/feeds/snippets/1781031509566531842,encore software 10653 - professor fujis kakuro - win 98 me 2000 xp,encore software 10653 : professor fuji s kakuro offers the most puzzles and excitement for puzzle lovers at all levels! pick up a pencil and prepared to be stumped! system requirements: windows 98se/me/2000 sp4/xp sp1 pentium iii 450mhz 128mb ram 8x ...,"",7.69
http://www.google.com/base/feeds/snippets/594191839879876004,encore software 14080 - q*bert - win 2000 xp vista,encore software 14080 : hop q*bert around the board while avoiding coily ugg wrongway slick and sam! look out for coily he ll chase q*bert all around the board. change the color of the cubes to complete each round. based on the 80 s arcade ...,"",7.69
http://www.google.com/base/feeds/snippets/17308332648335562662,encore software 11252 - brain food games: cranium collection 2006 - win 98 me 2000 xp,encore software 11252 : brain food games cranium collection is back and better than ever! new content new games to train your brain for maximum efficiency! system requirements: windows 2000 sp4/xp (home& pro) sp2³ pentium iii 450 mhz processor or ...,"",18.97
http://www.google.com/base/feeds/snippets/5609692463569230619,encore software 12360 - elementary advantage 2008 - win 2000 xp vista,encore software 12360 : elementary school advantage? 2008 delivers the most award-winning content aligned with classroom curriculum. get the best results with over 1000 lessons and exercises in the core subjects. system requirements: windows 2000 ...,"",34.97
http://www.google.com/base/feeds/snippets/5098650180744423847,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 (windows only) full version for macintosh,adorama camera: tell your story with maximum impact using adobe premiere pro cs3 software the start-to-finish solution for efficient video production that now includes adobe onlocation cs3 (windows only) and adobe encore cs3 in the box. save time ...,"",723.95
http://www.google.com/base/feeds/snippets/2583985271947672564,5pack cardscan software version 8.0,ecost.com: cardscan software brings your address book to life. cardscan software makes the task of updating your contact information easy. as your contacts update their information a red flag appears in your address book. simply click to review and ...,"",515.62
http://www.google.com/base/feeds/snippets/16753257488412691162,doug boduch metallica cherry lane music metallica - guitar legendary licks 1988-1997 - a step-by-step breakdown of metallica's guitar styles and techniques,this follow-up to the guitar legendary licks 1983-1988 dvd contains the band's music from the late '80s and early '90s. each riff and solo is played up to speed then broken down note by note then played at a slow tempo. an in-depth analysis of ei,"",18.5
http://www.google.com/base/feeds/snippets/16700933768709687512,egames. inc casual games pack,collection of ten popular and professionally-developed casual games spanning all the favorite casual game genres! system requirements: tbd,"",16.62
http://www.google.com/base/feeds/snippets/16687635820409313347,sony media software vegas movie studio + dvd 8 platinum edition,vegas movie studio software is the easiest way to create captivating movies and slideshows to share with friends and family or online. integrated dvd authoring.,"",100.97
http://www.google.com/base/feeds/snippets/16793437722628106463,vivendi-universal games inc freestyle street basketball,the ball's in your court! get dressed hook up the tunes and head to the pick-up game of your dreams. freestyle street basketball? is a fast-paced online basketball game where players meet on virtual courts to challenge each other,"",18.48
http://www.google.com/base/feeds/snippets/14792132642669527606,allume aquazone bass edition,mac os x 10.3 or newer; 256 mb ram; 100 mb available disk space; monitor supporting ?millions? of colors.,"",19.99
http://www.google.com/base/feeds/snippets/13482242609904424371,fogware hyb history dvd,windows: windows 2000 xp 128 mb ram dvd drive sound card microphone for recording macintosh: os x dvd drive sound card,"",21.99
http://www.google.com/base/feeds/snippets/13809600021930717984,john deere: busy days in deerfield valley by bold games,system requirements: mac: power mac g3 800mhz or faster processor with 128mb ram os x v10.1.5 or higher 350mb hard drive space cd-rom drive. windows: windows® me/xp/2000 with a pentium iii 800 mhz or faster with 128mb ram 350mb hard drive space cd ...,"",21.99
http://www.google.com/base/feeds/snippets/16882410086247975522,microsoft(r) frontpage 2002,easy to learn and use for a personal web page or a corporate site. tour new features with complete animation and illustrations.,"",169.56
http://www.google.com/base/feeds/snippets/16675085685401286991,datapilot universal pro kit,datapilot universal pro kit lets you back up synchronize and personalize your mobile phones content. keep your data in microsoft outlook and mac address book in sync with your pc or mac including contacts appointments and more. includes universal ...,"",79.99
http://www.google.com/base/feeds/snippets/17738952167997156787,software,software,"",274.99
http://www.google.com/base/feeds/snippets/17906541299956572072,symantec(tm) norton internet security(tm) 2005 3-user,norton internet security 2005 provides essential protection from viruses hackers and privacy threats in one easy-to-use suite. norton antivirus finds and removes viruses automatically. now it also alerts you to certain non-virus threats such as ...,"",119.99
http://www.google.com/base/feeds/snippets/17959996912794551625,ulead(r) dvd moviefactory(r) 5,ulead moviefactory 5 is an easy-to-use cd and dvd disc authoring and burning tool for todays digital lifestyle. easily turn video data music or photos into standard or high-definition dvds with professional-style personalized menus. in just a few ...,"",49.99
http://www.google.com/base/feeds/snippets/3576584533164829164,barbie fashion show for pc,design fashion shows to help barbie get ready for fashion week in paris.,"",19.99
http://www.google.com/base/feeds/snippets/2578747926595530591,quickbooks(r),professional and impressive!imprinted with your business name and address!guaranteed compatible with your quickbooks(r) and quickbooks for windows(r) software.neat and clean. no carbon to touch. runs easily and smoothly through your printer without ...,"",199.99
http://www.google.com/base/feeds/snippets/9068549288488528024,ultimate games for girls 3 for pc,the ultimate games for girls 3 collection features five great games made especially for girls. join hello kitty and more than 10 of her friends as you play eight fun arcade style games in hello kitty bubblegum girlfriends. plan all the details of ...,"",19.99
http://www.google.com/base/feeds/snippets/11014840369488272029,blank laser checks,create your own checks right in your office. convenience. can be used with any of the popular check-printing software packages so you can configure these blank checks any way you want -- change them at will to suit the type of check youere writing. ...,"",54.99
http://www.google.com/base/feeds/snippets/10321868824718713053,blank laser checks,create your own checks right in your office. convenience. can be used with any of the popular check-printing software packages so you can configure these blank checks any way you want -- change them at will to suit the type of check youere writing. ...,"",54.99
http://www.google.com/base/feeds/snippets/12080228918491862273,continuous checks for peachtree(r) complete iii for dos v. 5.0-10.0,guaranteed compatible!variety. forms and checks for all your needs in your choice of fanfolded continuous or single-sheet laser/inkjet.run easily. designed for smooth easy processing through your printer.no mess. all forms and checks use carbonless ...,"",112.99
http://www.google.com/base/feeds/snippets/14836411847601178075,freeverse software 010 - wingnuts 2 - mac 9.1-9.x 10.1 or higher,freeverse software 010 : baron von schtopwatch is back in this all new adventure! using a cutting edge opengl engine a new arsenal including beam weapons spawning ground installations harsh robot ai and endless maps wingnuts 2 raises the bar ...,"",26.97
http://www.google.com/base/feeds/snippets/17875902226058501328,peachtree(r) complete iii,guaranteed to work with peachtree(r) complete iii for windows(r)!statements. get your customers to pay promptly.invoices. plenty of room for describing and listing products/services and amounts.multipurpose forms. hundreds of uses. ideal for ...,"",178.99
http://www.google.com/base/feeds/snippets/18318904346969239461,quickbooks(r),professional and impressive!imprinted with your business name and address!guaranteed compatible with your quickbooks(r) and quickbooks for windows(r) software.neat and clean. no carbon to touch. runs easily and smoothly through your printer without ...,"",103.99
http://www.google.com/base/feeds/snippets/1630429868044097956,microsoft molpc l/sa csf sbe order handling sbe 400pt - b7m-00255,"","",154550
http://www.google.com/base/feeds/snippets/18399052852205689839,prosoft 27100 tunetech for ipod by prosoft 0794038271005,prosoft 27100 tunetech for ipod by prosoft 0794038271005,"",51.11
http://www.google.com/base/feeds/snippets/18395632346791388859,eidos interactive 40022 tomb raider: legend ds 788687400220,eidos interactive 40022 tomb raider: legend ds 788687400220,"",19.8
http://www.google.com/base/feeds/snippets/18390546853580396071,emc securid appl mnt - ent/ std 9mo per u 2505-3500 - app0003500es9,"","",16
http://www.google.com/base/feeds/snippets/18392872621013275757,emc securid appl mnt - ent/ std 17mo per u 2k5-25k - app0025000es17,"","",16
http://www.google.com/base/feeds/snippets/18391701831468573569,ca - retail etrpp81oem30a,oem 1yr etrust pestpatrol r8.1 ed for win 30u lics product only,ca - retail,490.74
http://www.google.com/base/feeds/snippets/18387281427311179638,isi researchsoft 6201 reference manager 11 single user edition 0787731062117,isi researchsoft 6201 reference manager 11 single user edition 0787731062117,"",164.58
http://www.google.com/base/feeds/snippets/18389569637497799344,rick vito - 320535 - rick vito - complete guide to slide guitar,in this dvd session rick gives his personal insights on achieving effective and powerful results in your slide playing. he covers a wide range of topics which include his invaluable tips on: setting up your guitar correctly to achieve great slide ...,"",14.86
http://www.google.com/base/feeds/snippets/18387240525609755663,total training for advanced flash 8 - action script,learn how to unleash your creative potential with advanced tutorials on the industry's most advanced authoring environment for creating interactive websites. you will learn scripting basics and then dive into how actionscript works and how and where ...,"",99.99
http://www.google.com/base/feeds/snippets/18422752499559886630,panda software upg to cltshld 2006 trupr ev cltshld 51-100 1yr - ub1cs6c-gov,"","",12
http://www.google.com/base/feeds/snippets/18433022834718595255,nuance communications inc. upgrade to dragon naturallyspeaking v8 legal solutions from professional v6 and up (govt) olp - a590a-sf2-8.0,"","",314
http://www.google.com/base/feeds/snippets/18420156205559716860,ghost recon gold edition (dvd-rom),now all the blood sweat and fear from tom clancy's ghost recon the acclaimed special forces combat series has been assembled into one bone-jarring gold edition! in ghost recon the ghosts mobilize to eastern europe to neutralize an army of ...,"",20.95
http://www.google.com/base/feeds/snippets/18418631443367666576,csdc x3mac x3: reunion - virtual programming ltd. mac 10.4 or later ub,x : reunion continues to lead the way in offering players the ultimate open ended game play experience backed by an addictive storyline and intense combat/trading action. utilising the 'x reality' engine x pushes the graphical boundary to movie ...,csdc,42.6
http://www.google.com/base/feeds/snippets/18416225624614818879,avid technology inc. 70102024701 - software avid liquid chrome xe,avid technology inc. 70102024701 : software avid liquid chrome xe - 70102024701,"",840.97
http://www.google.com/base/feeds/snippets/13072245916448489313,37510 novabackup professional edition - ( v. 7.5 ) - upgrade license - 1 user - win,novastor 37510 : usually ships in 24 hours : : novabackup has been helping millions of users recover from data loss and disasters for over 17 years.,"",25.06
http://www.google.com/base/feeds/snippets/12868229011932497010,22r4254 ibm vmware esx host kit - license - 1 server,ibm 22r4254 : usually ships in 24 hours : : ibm strives to lead in the creation development and manufacture of the industry's most advanced information technologies including computer systems software networking systems storage devices and ...,"",925.94
http://www.google.com/base/feeds/snippets/18443159883930918209,emc securid appl mnt - base/ ext 20mo per u 15005-20k - app0020000be20,"","",17
http://www.google.com/base/feeds/snippets/18443857828269161711,chet baker - deep in a dream,smart pianosoft. pianosoft sync. with disk. 5.5x5 inches. published by yamaha. this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion ...,"",24.95
http://www.google.com/base/feeds/snippets/12901017627274027788,01-ssc-6780 sonicwall email security transition from mailfrontier - license - 1 server 50 u,sonicwall 01-ssc-6780 : usually ships in 24 hours : : today's businesses need robust yet simple e-mail threat protection that takes minutes not hours per week to manage.,"",519.03
http://www.google.com/base/feeds/snippets/12915288491450303613,hgw hallmark card studio 2005 deluxe - complete package - 1 user - cd - win,vivendi universal hgw : usually ships in 24 hours : in stock : hallmark card studio deluxe is the 1 brand of greeting card software.,"",47.43
http://www.google.com/base/feeds/snippets/12794057828592537357,sr2116010 safenet softremote vpn client - license - 5 users - win,nortel networks sr2116010 : usually ships in 24 hours : : safenet softremote is the next generation of remote access client software and offers unparalleled extended features to remote access users connecting to the corporate vpn.,"",184.57
http://www.google.com/base/feeds/snippets/12849989016048985158,27510889 adobe indesign cs3 - ( v. 5 ) - product upgrade package - 1 user - upgrade from,adobe systems 27510889 : usually ships in 24 hours : in stock : explore more creative possibilities and experience new levels of productivity using adobe indesign cs3 page layout software.,"",214.55
http://www.google.com/base/feeds/snippets/16821958940203637711,microsoft h32-00034 sps extrnlconnnonemplyengl&s c 805529073074,microsoft h32-00034 sps extrnlconnnonemplyengl&s c 805529073074,"",55420.56
http://www.google.com/base/feeds/snippets/18436819305202715774,gods and generals,"","",14.88
